2020-06-16 06:11:40,duo_mobile_passcode
2020-06-16 06:11:56,duo_mobile_passcode
2020-06-16 06:44:06,duo_push
2020-06-16 06:51:09,duo_push
2020-06-16 06:53:57,duo_push
2020-06-16 07:27:46,duo_push
2020-06-16 07:29:43,duo_push
2020-06-16 07:33:50,remembered_device
2020-06-16 07:46:23,remembered_device
2020-06-16 07:46:59,duo_push
2020-06-16 07:47:39,remembered_device
2020-06-16 07:49:26,duo_push
2020-06-16 07:51:06,duo_push
2020-06-16 07:57:40,duo_push
2020-06-16 07:58:04,duo_push
2020-06-16 07:59:58,duo_push
2020-06-16 08:00:09,duo_push
2020-06-16 08:01:41,duo_push
2020-06-16 08:01:45,hardware_token
2020-06-16 08:01:46,remembered_device
2020-06-16 08:01:52,duo_push
2020-06-16 08:02:42,duo_push
2020-06-16 08:03:00,duo_push
2020-06-16 08:07:45,duo_push
2020-06-16 08:11:28,duo_push
2020-06-16 08:12:48,duo_push
2020-06-16 08:15:23,duo_push
2020-06-16 08:22:43,duo_push
2020-06-16 08:22:43,duo_push
2020-06-16 08:25:34,duo_push
2020-06-16 08:28:58,duo_push
2020-06-16 08:29:00,duo_push
2020-06-16 08:31:30,duo_push
2020-06-16 08:32:18,duo_push
2020-06-16 08:34:36,duo_push
2020-06-16 08:34:36,duo_push
2020-06-16 08:42:10,remembered_device
2020-06-16 08:44:35,duo_push
2020-06-16 08:45:06,remembered_device
2020-06-16 08:46:35,duo_push
2020-06-16 08:46:48,duo_push
2020-06-16 08:47:55,duo_push
2020-06-16 08:48:44,duo_push
2020-06-16 08:50:31,duo_push
2020-06-16 08:50:37,duo_push
2020-06-16 08:51:48,duo_push
2020-06-16 08:51:48,duo_push
2020-06-16 08:52:46,duo_push
2020-06-16 08:53:39,duo_push
2020-06-16 08:54:41,duo_push
2020-06-16 08:56:41,duo_push
2020-06-16 08:56:45,duo_push
2020-06-16 08:57:10,duo_push
2020-06-16 08:57:32,duo_push
2020-06-16 08:58:34,duo_push
2020-06-16 08:58:52,duo_push
2020-06-16 08:59:20,duo_push
2020-06-16 08:59:52,duo_push
2020-06-16 09:00:06,remembered_device
2020-06-16 09:00:47,duo_push
2020-06-16 09:01:29,remembered_device
2020-06-16 09:01:52,duo_push
2020-06-16 09:02:51,remembered_device
2020-06-16 09:03:36,duo_push
2020-06-16 09:03:56,duo_push
2020-06-16 09:04:27,remembered_device
2020-06-16 09:08:19,duo_push
2020-06-16 09:08:38,duo_mobile_passcode
2020-06-16 09:08:45,duo_push
2020-06-16 09:09:03,hardware_token
2020-06-16 09:09:09,duo_mobile_passcode
2020-06-16 09:09:45,duo_push
2020-06-16 09:10:53,duo_push
2020-06-16 09:11:01,remembered_device
2020-06-16 09:11:01,duo_push
2020-06-16 09:12:28,remembered_device
2020-06-16 09:13:05,duo_push
2020-06-16 09:13:55,remembered_device
2020-06-16 09:18:30,duo_push
2020-06-16 09:18:41,remembered_device
2020-06-16 09:18:54,duo_push
2020-06-16 09:19:49,duo_push
2020-06-16 09:20:07,duo_push
